time,LeftShoulderPitch_target,LeftShoulderPitch_pos,LeftShoulderPitch_pos_raw,LeftShoulderPitch_vel,LeftShoulderPitch_tau,LeftShoulderPitch_step_target,LeftShoulderPitch_final_target,LeftShoulderRoll_target,LeftShoulderRoll_pos,LeftShoulderRoll_pos_raw,LeftShoulderRoll_vel,LeftShoulderRoll_tau,LeftShoulderRoll_step_target,LeftShoulderRoll_final_target,LeftShoulderYaw_target,LeftShoulderYaw_pos,LeftShoulderYaw_pos_raw,LeftShoulderYaw_vel,LeftShoulderYaw_tau,LeftShoulderYaw_step_target,LeftShoulderYaw_final_target,LeftElbow_target,LeftElbow_pos,LeftElbow_pos_raw,LeftElbow_vel,LeftElbow_tau,LeftElbow_step_target,LeftElbow_final_target,RightShoulderPitch_target,RightShoulderPitch_pos,RightShoulderPitch_pos_raw,RightShoulderPitch_vel,RightShoulderPitch_tau,RightShoulderPitch_step_target,RightShoulderPitch_final_target,RightShoulderRoll_target,RightShoulderRoll_pos,RightShoulderRoll_pos_raw,RightShoulderRoll_vel,RightShoulderRoll_tau,RightShoulderRoll_step_target,RightShoulderRoll_final_target,RightShoulderYaw_target,RightShoulderYaw_pos,RightShoulderYaw_pos_raw,RightShoulderYaw_vel,RightShoulderYaw_tau,RightShoulderYaw_step_target,RightShoulderYaw_final_target,RightElbow_target,RightElbow_pos,RightElbow_pos_raw,RightElbow_vel,RightElbow_tau,RightElbow_step_target,RightElbow_final_target
1753235300.7584631,-0.3033502995967865,-0.2905571460723877,0.0,0.14172258973121643,-0.49930456280708313,-0.3033502995967865,0.4,-0.02638966590166092,-0.02891741693019867,0.0,0.002061252249404788,0.4394788444042206,-0.02638966590166092,0.3,-0.0563725046813488,-0.055141761898994446,0.0,-0.07981427758932114,0.22600175440311432,-0.0563725046813488,0.2,1.4306236505508423,1.283266544342041,0.0,2.6332924365997314,-2.5002007484436035,1.4306236505508423,-0.6,-0.2914009094238281,-0.27921444177627563,0.0,0.15896767377853394,-0.385216623544693,-0.2914009094238281,0.4,-0.08614803105592728,-0.08207429200410843,0.0,-0.0641813799738884,0.13093046844005585,-0.08614803105592728,-0.3,-0.06507688015699387,-0.060513705015182495,0.0,-0.07440973818302155,0.040179960429668427,-0.06507688015699387,-0.2,1.4436066150665283,1.2930114269256592,0.0,2.6541683673858643,-2.5129640102386475,1.4436066150665283,-0.6
1753235300.7784202,-0.3033502995967865,-0.2885078191757202,0.0,0.22390581667423248,-1.2312086820602417,-0.3033502995967865,0.4,-0.02638966590166092,-0.02846093848347664,0.0,0.059658169746398926,0.002227423945441842,-0.02638966590166092,0.3,-0.0563725046813488,-0.055810194462537766,0.0,-0.062437161803245544,0.1957719475030899,-0.0563725046813488,0.2,1.4306236505508423,1.3066383600234985,0.0,2.2407279014587402,-1.947515845298767,1.4306236505508423,-0.6,-0.2914009094238281,-0.27678152918815613,0.0,0.2690843939781189,-1.3150767087936401,-0.2914009094238281,0.4,-0.08614803105592728,-0.0824773833155632,0.0,-0.032833248376846313,-0.014874630607664585,-0.08614803105592728,-0.3,-0.06507688015699387,-0.06118158623576164,0.0,-0.06434492766857147,0.03869878873229027,-0.06507688015699387,-0.2,1.4436066150665283,1.316451072692871,0.0,2.2431867122650146,-1.8409141302108765,1.4436066150665283,-0.6
1753235300.7985785,-0.3033502995967865,-0.27842679619789124,0.0,0.4615243971347809,-2.0779900550842285,-0.3033502995967865,0.4,-0.02638966590166092,-0.025343742221593857,0.0,0.14319249987602234,-0.324474960565567,-0.02638966590166092,0.3,-0.0563725046813488,-0.05679881572723389,0.0,-0.02249230444431305,0.15601705014705658,-0.0563725046813488,0.2,1.4306236505508423,1.3529335260391235,0.0,1.5963270664215088,-1.877122402191162,1.4306236505508423,-0.6,-0.2914009094238281,-0.2646203637123108,0.0,0.5496860146522522,-2.3478736877441406,-0.2914009094238281,0.4,-0.08614803105592728,-0.08129750192165375,0.0,0.07514328509569168,-0.28928861021995544,-0.08614803105592728,-0.3,-0.06507688015699387,-0.062404125928878784,0.0,-0.040536068379879,0.02556697465479374,-0.06507688015699387,-0.2,1.4436066150665283,1.3626044988632202,0.0,1.5971977710723877,-1.7061535120010376,1.4436066150665283,-0.6
1753235300.8183835,-0.3033502995967865,-0.2713553309440613,0.0,0.46667245030403137,-2.6445882320404053,-0.3033502995967865,0.4,-0.02638966590166092,-0.023387301713228226,0.0,0.12298933416604996,-0.5196018218994141,-0.02638966590166092,0.3,-0.0563725046813488,-0.05689399689435959,0.0,7.561037637060508e-05,0.09340868145227432,-0.0563725046813488,0.2,1.4306236505508423,1.3733900785446167,0.0,1.2555431127548218,-1.7718230485916138,1.4306236505508423,-0.6,-0.2914009094238281,-0.25643688440322876,0.0,0.5333303213119507,-3.01908802986145,-0.2914009094238281,0.4,-0.08614803105592728,-0.08007249981164932,0.0,0.08230695128440857,-0.46624669432640076,-0.08614803105592728,-0.3,-0.06507688015699387,-0.06291553378105164,0.0,-0.03129236772656441,0.013495023362338543,-0.06507688015699387,-0.2,1.4436066150665283,1.3833094835281372,0.0,1.279505729675293,-1.6256554126739502,1.4436066150665283,-0.6
1753235300.8384032,-0.3033502995967865,-0.26682615280151367,0.0,0.44772428274154663,-3.0546131134033203,-0.3033502995967865,0.4,-0.02638966590166092,-0.02226419933140278,0.0,0.10880999267101288,-0.543338418006897,-0.02638966590166092,0.3,-0.0563725046813488,-0.05680571869015694,0.0,0.011633987538516521,0.002240303438156843,-0.0563725046813488,0.2,1.4306236505508423,1.3844178915023804,0.0,1.0531470775604248,-1.4867498874664307,1.4306236505508423,-0.6,-0.2914009094238281,-0.25135353207588196,0.0,0.4993799924850464,-3.3968451023101807,-0.2914009094238281,0.4,-0.08614803105592728,-0.07925418019294739,0.0,0.0815744698047638,-0.5627685785293579,-0.08614803105592728,-0.3,-0.06507688015699387,-0.06319088488817215,0.0,-0.026336655020713806,0.0040273177437484264,-0.06507688015699387,-0.2,1.4436066150665283,1.3946805000305176,0.0,1.0908186435699463,-1.4580509662628174,1.4436066150665283,-0.6
1753235300.8583882,-0.2509904220369566,-0.25728839635849,0.0,0.33262529969215393,-3.169774293899536,-0.2509904220369566,0.4,0.02597021165816897,-0.020059995353221893,0.0,0.07475914806127548,-0.5429595112800598,0.02597021165816897,0.3,-0.004012627121518911,-0.05646448954939842,0.0,0.013150644488632679,-0.0318739116191864,-0.004012627121518911,0.2,1.3782637729910123,1.4051278829574585,0.0,0.6969269514083862,-1.2940586805343628,1.3782637729910123,-0.6,-0.23904103186399822,-0.2409585565328598,0.0,0.3560436964035034,-3.47906231880188,-0.23904103186399822,0.4,-0.13850790861575718,-0.07738861441612244,0.0,0.06960165500640869,-0.599795937538147,-0.13850790861575718,-0.3,-0.11743675771682376,-0.06372231245040894,0.0,-0.018335700035095215,0.0007420284673571587,-0.11743675771682376,-0.2,1.3912467375066984,1.4163835048675537,0.0,0.7352780103683472,-1.3220267295837402,1.3912467375066984,-0.6
1753235300.8784885,-0.2509904220369566,-0.2503504753112793,0.0,0.38516345620155334,-0.8142543435096741,-0.2509904220369566,0.4,0.02597021165816897,-0.01802760362625122,0.0,0.13491587340831757,1.8246541023254395,0.02597021165816897,0.3,-0.004012627121518911,-0.05316288396716118,0.0,0.3130437731742859,2.316936731338501,-0.004012627121518911,0.2,1.3782637729910123,1.4130688905715942,0.0,0.16233734786510468,-3.5087409019470215,1.3782637729910123,-0.6,-0.23904103186399822,-0.23383548855781555,0.0,0.38568776845932007,-1.0886552333831787,-0.23904103186399822,0.4,-0.13850790861575718,-0.07694880664348602,0.0,-0.023005902767181396,-2.980053663253784,-0.13850790861575718,-0.3,-0.11743675771682376,-0.06711557507514954,0.0,-0.3175485134124756,-2.356642246246338,-0.11743675771682376,-0.2,1.3912467375066984,1.4250445365905762,0.0,0.19739402830600739,-3.5575709342956543,1.3912467375066984,-0.6
1753235300.8983777,-0.2509904220369566,-0.24194948375225067,0.0,0.41937172412872314,-1.4662138223648071,-0.2509904220369566,0.4,0.02597021165816897,-0.014298624359071255,0.0,0.21413469314575195,1.4271411895751953,0.02597021165816897,0.3,-0.004012627121518911,-0.043603260070085526,0.0,0.5140185356140137,0.7871748805046082,-0.004012627121518911,0.2,1.3782637729910123,1.4105958938598633,0.0,-0.21843519806861877,-1.6262948513031006,1.3782637729910123,-0.6,-0.23904103186399822,-0.22566473484039307,0.0,0.40283313393592834,-1.653538703918457,-0.23904103186399822,0.4,-0.13850790861575718,-0.07883960753679276,0.0,-0.13511747121810913,-2.5848207473754883,-0.13850790861575718,-0.3,-0.11743675771682376,-0.07676424086093903,0.0,-0.5183706879615784,-0.8239918947219849,-0.11743675771682376,-0.2,1.3912467375066984,1.4232121706008911,0.0,-0.18970119953155518,-1.7022885084152222,1.3912467375066984,-0.6
1753235300.9184175,-0.2509904220369566,-0.23783980309963226,0.0,0.4080052673816681,-1.865947961807251,-0.2509904220369566,0.4,0.02597021165816897,-0.01189888920634985,0.0,0.24846728146076202,0.9961311221122742,0.02597021165816897,0.3,-0.004012627121518911,-0.03830436244606972,0.0,0.535019040107727,-0.06820317357778549,-0.004012627121518911,0.2,1.3782637729910123,1.4077445268630981,0.0,-0.30671966075897217,-0.5258869528770447,1.3782637729910123,-0.6,-0.23904103186399822,-0.22176462411880493,0.0,0.3855714499950409,-1.9923704862594604,-0.23904103186399822,0.4,-0.13850790861575718,-0.08057667315006256,0.0,-0.18639741837978363,-2.117492914199829,-0.13850790861575718,-0.3,-0.11743675771682376,-0.0821058452129364,0.0,-0.5392665266990662,0.034651171416044235,-0.11743675771682376,-0.2,1.3912467375066984,1.4206126928329468,0.0,-0.28268924355506897,-0.6022434234619141,1.3912467375066984,-0.6
1753235300.9384131,-0.2509904220369566,-0.23071777820587158,0.0,0.32298070192337036,-1.9729758501052856,-0.2509904220369566,0.4,0.02597021165816897,-0.006362603511661291,0.0,0.29082342982292175,0.6858401298522949,0.02597021165816897,0.3,-0.004012627121518911,-0.029051758348941803,0.0,0.41701796650886536,-0.2534008026123047,-0.004012627121518911,0.2,1.3782637729910123,1.402046799659729,0.0,-0.26458922028541565,-0.2316943258047104,1.3782637729910123,-0.6,-0.23904103186399822,-0.21515557169914246,0.0,0.2957710921764374,-2.0647382736206055,-0.23904103186399822,0.4,-0.13850790861575718,-0.08528748154640198,0.0,-0.2614547312259674,-1.759986162185669,-0.13850790861575718,-0.3,-0.11743675771682376,-0.09143635630607605,0.0,-0.42070549726486206,0.22152352333068848,-0.11743675771682376,-0.2,1.3912467375066984,1.415252685546875,0.0,-0.2517603039741516,-0.29543912410736084,1.3912467375066984,-0.6
