time,LeftShoulderPitch_target,LeftShoulderPitch_pos,LeftShoulderPitch_pos_raw,LeftShoulderPitch_vel,LeftShoulderPitch_tau,LeftShoulderPitch_step_target,LeftShoulderPitch_final_target,LeftShoulderRoll_target,LeftShoulderRoll_pos,LeftShoulderRoll_pos_raw,LeftShoulderRoll_vel,LeftShoulderRoll_tau,LeftShoulderRoll_step_target,LeftShoulderRoll_final_target,LeftShoulderYaw_target,LeftShoulderYaw_pos,LeftShoulderYaw_pos_raw,LeftShoulderYaw_vel,LeftShoulderYaw_tau,LeftShoulderYaw_step_target,LeftShoulderYaw_final_target,LeftElbow_target,LeftElbow_pos,LeftElbow_pos_raw,LeftElbow_vel,LeftElbow_tau,LeftElbow_step_target,LeftElbow_final_target,RightShoulderPitch_target,RightShoulderPitch_pos,RightShoulderPitch_pos_raw,RightShoulderPitch_vel,RightShoulderPitch_tau,RightShoulderPitch_step_target,RightShoulderPitch_final_target,RightShoulderRoll_target,RightShoulderRoll_pos,RightShoulderRoll_pos_raw,RightShoulderRoll_vel,RightShoulderRoll_tau,RightShoulderRoll_step_target,RightShoulderRoll_final_target,RightShoulderYaw_target,RightShoulderYaw_pos,RightShoulderYaw_pos_raw,RightShoulderYaw_vel,RightShoulderYaw_tau,RightShoulderYaw_step_target,RightShoulderYaw_final_target,RightElbow_target,RightElbow_pos,RightElbow_pos_raw,RightElbow_vel,RightElbow_tau,RightElbow_step_target,RightElbow_final_target
1753235649.0384483,-0.22170113027095795,-0.22852547466754913,0.0,0.01968379132449627,0.249063178896904,-0.22170113027095795,0.4,0.19762125611305237,0.19528572261333466,0.0,0.009631264954805374,0.07657080888748169,0.19762125611305237,0.3,3.9318337440490723,3.9253296852111816,0.0,0.024524465203285217,0.22042715549468994,3.9318337440490723,0.2,-0.0021103222388774157,0.019880877807736397,0.0,0.003108605742454529,-0.9987009167671204,-0.0021103222388774157,-0.6,0.009124995209276676,0.018666069954633713,0.0,-0.028998391702771187,-0.36524686217308044,0.009124995209276676,0.4,-0.2026541382074356,-0.2167217880487442,0.0,-0.010319504886865616,0.6772847175598145,-0.2026541382074356,-0.3,1.0212130546569824,1.0214143991470337,0.0,0.004658613353967667,-0.02738640084862709,1.0212130546569824,-0.2,0.09180834144353867,0.11500503122806549,0.0,0.005190889351069927,-1.0637751817703247,0.09180834144353867,-0.6
1753235649.0584714,-0.22170113027095795,-0.22813017666339874,0.0,0.019474590197205544,0.23260901868343353,-0.22170113027095795,0.4,0.19762125611305237,0.19546721875667572,0.0,0.008598871529102325,0.07047045230865479,0.19762125611305237,0.3,3.9318337440490723,3.925809144973755,0.0,0.023309562355279922,0.20199240744113922,3.9318337440490723,0.2,-0.0021103222388774157,0.01994813047349453,0.0,0.0034694841597229242,-1.002063274383545,-0.0021103222388774157,-0.6,0.009124995209276676,0.017834296450018883,0.0,-0.04769057780504227,-0.281875342130661,0.009124995209276676,0.4,-0.2026541382074356,-0.21676889061927795,0.0,0.002059069462120533,0.6480545997619629,-0.2026541382074356,-0.3,1.0212130546569824,1.0214459896087646,0.0,-0.0001709160569589585,-0.017396092414855957,1.0212130546569824,-0.2,0.09180834144353867,0.11505042016506195,0.0,0.0005955038941465318,-1.0546988248825073,0.09180834144353867,-0.6
1753235649.0784328,-0.22170113027095795,-0.22785227000713348,0.0,0.017853563651442528,0.22213685512542725,-0.22170113027095795,0.4,0.19762125611305237,0.195582777261734,0.0,0.007176791317760944,0.06814434379339218,0.19762125611305237,0.3,3.9318337440490723,3.926136016845703,0.0,0.020821480080485344,0.19144362211227417,3.9318337440490723,0.2,-0.0021103222388774157,0.020001273602247238,0.0,0.0035388502292335033,-1.0050309896469116,-0.0021103222388774157,-0.6,0.009124995209276676,0.017043892294168472,0.0,-0.05421925708651543,-0.21359868347644806,0.009124995209276676,0.4,-0.2026541382074356,-0.21666131913661957,0.0,0.00945662334561348,0.6185374855995178,-0.2026541382074356,-0.3,1.0212130546569824,1.0214126110076904,0.0,-0.0031287928577512503,-0.006089034024626017,1.0212130546569824,-0.2,0.09180834144353867,0.11502884328365326,0.0,-0.0023695346899330616,-1.0442899465560913,0.09180834144353867,-0.6
1753235649.0984495,-0.22170113027095795,-0.2276049554347992,0.0,0.015881171450018883,0.21491512656211853,-0.22170113027095795,0.4,0.19762125611305237,0.19567441940307617,0.0,0.005616068374365568,0.06875663250684738,0.19762125611305237,0.3,3.9318337440490723,3.9264180660247803,0.0,0.0178810004144907,0.18575365841388702,3.9318337440490723,0.2,-0.0021103222388774157,0.020054424181580544,0.0,0.003560231998562813,-1.008292555809021,-0.0021103222388774157,-0.6,0.009124995209276676,0.016210617497563362,0.0,-0.05605338141322136,-0.14796577394008636,0.009124995209276676,0.4,-0.2026541382074356,-0.21645663678646088,0.0,0.01573171839118004,0.5796191096305847,-0.2026541382074356,-0.3,1.0212130546569824,1.0213422775268555,0.0,-0.005432954523712397,0.008485091850161552,1.0212130546569824,-0.2,0.09180834144353867,0.11496752500534058,0.0,-0.00493501266464591,-1.0297725200653076,0.09180834144353867,-0.6
1753235649.1185203,-0.22170113027095795,-0.22728240489959717,0.0,0.010978605598211288,0.21358683705329895,-0.22170113027095795,0.4,0.19762125611305237,0.19576965272426605,0.0,0.002656172728165984,0.07105434685945511,0.19762125611305237,0.3,3.9318337440490723,3.9267685413360596,0.0,0.011494314298033714,0.1862042248249054,3.9318337440490723,0.2,-0.0021103222388774157,0.020136758685112,0.0,0.0031170635484158993,-1.0100756883621216,-0.0021103222388774157,-0.6,0.009124995209276676,0.014948900789022446,0.0,-0.045383743941783905,-0.12005279213190079,0.009124995209276676,0.4,-0.2026541382074356,-0.21596509218215942,0.0,0.021839233115315437,0.5519595742225647,-0.2026541382074356,-0.3,1.0212130546569824,1.0211819410324097,0.0,-0.006730115506798029,0.017473701387643814,1.0212130546569824,-0.2,0.09180834144353867,0.1148042157292366,0.0,-0.007371810730546713,-1.0194436311721802,0.09180834144353867,-0.6
1753235649.1384022,-0.16934125271112804,-0.22710376977920532,0.0,0.007831057533621788,0.21492815017700195,-0.16934125271112804,0.4,0.24998113367288227,0.1957988739013672,0.0,0.0008248549420386553,0.07455658167600632,0.24998113367288227,0.3,3.8794738664892425,3.926943778991699,0.0,0.007265374530106783,0.18999920785427094,3.8794738664892425,0.2,-0.054470199798707306,0.02019507996737957,0.0,0.002802882809191942,-1.0114049911499023,-0.054470199798707306,-0.6,0.061484872769106566,0.014212659560143948,0.0,-0.031203677877783775,-0.11230937391519547,0.061484872769106566,0.4,-0.2550140157672655,-0.21549008786678314,0.0,0.024716107174754143,0.5269232988357544,-0.2550140157672655,-0.3,0.9688531770971526,1.0210535526275635,0.0,-0.00605597160756588,0.023608442395925522,0.9688531770971526,-0.2,0.039448463883708776,0.11464542150497437,0.0,-0.008158358745276928,-1.0104871988296509,0.039448463883708776,-0.6
1753235649.1584713,-0.16934125271112804,-0.22685016691684723,0.0,0.036485109478235245,2.5735180377960205,-0.16934125271112804,0.4,0.24998113367288227,0.19596020877361298,0.0,0.031582146883010864,2.4364960193634033,0.24998113367288227,0.3,3.8794738664892425,3.926717758178711,0.0,-0.057488322257995605,-2.1589484214782715,3.8794738664892425,0.2,-0.054470199798707306,0.01975986175239086,0.0,-0.09257908910512924,-3.3697142601013184,-0.054470199798707306,-0.6,0.061484872769106566,0.014172338880598545,0.0,0.04290780425071716,2.2238404750823975,0.061484872769106566,0.4,-0.2550140157672655,-0.21528927981853485,0.0,-0.01160791888833046,-1.8683608770370483,-0.2550140157672655,-0.3,0.9688531770971526,1.0204856395721436,0.0,-0.10234956443309784,-2.3286712169647217,0.9688531770971526,-0.2,0.039448463883708776,0.11397954076528549,0.0,-0.11640867590904236,-3.354576826095581,0.039448463883708776,-0.6
1753235649.1784146,-0.16934125271112804,-0.22540979087352753,0.0,0.125961571931839,2.354641914367676,-0.16934125271112804,0.4,0.24998113367288227,0.19733473658561707,0.0,0.11918293684720993,2.210387706756592,0.24998113367288227,0.3,3.8794738664892425,3.9241480827331543,0.0,-0.2180665135383606,-1.7082467079162598,3.8794738664892425,0.2,-0.054470199798707306,0.015834810212254524,0.0,-0.32902586460113525,-2.691446542739868,-0.054470199798707306,-0.6,0.061484872769106566,0.016630176454782486,0.0,0.21472951769828796,1.7509454488754272,0.061484872769106566,0.4,-0.2550140157672655,-0.21653856337070465,0.0,-0.11620062589645386,-1.615938425064087,-0.2550140157672655,-0.3,0.9688531770971526,1.0163917541503906,0.0,-0.3397257328033447,-1.6356499195098877,0.9688531770971526,-0.2,0.039448463883708776,0.10939004272222519,0.0,-0.37980732321739197,-2.5795607566833496,0.039448463883708776,-0.6
1753235649.198453,-0.16934125271112804,-0.22143453359603882,0.0,0.24063797295093536,1.973950982093811,-0.16934125271112804,0.4,0.24998113367288227,0.20088985562324524,0.0,0.20711179077625275,1.8583873510360718,0.24998113367288227,0.3,3.8794738664892425,3.918194055557251,0.0,-0.32667556405067444,-1.1029380559921265,3.8794738664892425,0.2,-0.054470199798707306,0.00714360736310482,0.0,-0.4663521945476532,-1.8107446432113647,-0.054470199798707306,-0.6,0.061484872769106566,0.02275155670940876,0.0,0.3426271677017212,1.1071041822433472,0.061484872769106566,0.4,-0.2550140157672655,-0.22025009989738464,0.0,-0.22050921618938446,-1.214357852935791,-0.2550140157672655,-0.3,0.9688531770971526,1.0075900554656982,0.0,-0.4671388864517212,-0.7535464763641357,0.9688531770971526,-0.2,0.039448463883708776,0.09961654990911484,0.0,-0.5162733793258667,-1.601953387260437,0.039448463883708776,-0.6
1753235649.2184117,-0.16934125271112804,-0.21540296077728271,0.0,0.3318425714969635,1.4012583494186401,-0.16934125271112804,0.4,0.24998113367288227,0.20580384135246277,0.0,0.2618797719478607,1.4151713848114014,0.24998113367288227,0.3,3.8794738664892425,3.911198616027832,0.0,-0.348787784576416,-0.5380478501319885,3.8794738664892425,0.2,-0.054470199798707306,-0.0024303258396685123,0.0,-0.46264195442199707,-1.0792392492294312,-0.054470199798707306,-0.6,0.061484872769106566,0.030316602438688278,0.0,0.38467469811439514,0.46452197432518005,0.061484872769106566,0.4,-0.2550140157672655,-0.22556708753108978,0.0,-0.28550201654434204,-0.712546169757843,-0.2550140157672655,-0.3,0.9688531770971526,0.9981657862663269,0.0,-0.4501969814300537,-0.05874219164252281,0.9688531770971526,-0.2,0.039448463883708776,0.08931519836187363,0.0,-0.4874148964881897,-0.8525897264480591,0.039448463883708776,-0.6
