time,LeftShoulderPitch_target,LeftShoulderPitch_pos,LeftShoulderPitch_vel,LeftShoulderPitch_tau,LeftShoulderRoll_target,LeftShoulderRoll_pos,LeftShoulderRoll_vel,LeftShoulderRoll_tau,LeftShoulderYaw_target,LeftShoulderYaw_pos,LeftShoulderYaw_vel,LeftShoulderYaw_tau,LeftElbow_target,LeftElbow_pos,LeftElbow_vel,LeftElbow_tau,LeftWristRoll_target,LeftWristRoll_pos,LeftWristRoll_vel,LeftWristRoll_tau,LeftWristPitch_target,LeftWristPitch_pos,LeftWristPitch_vel,LeftWristPitch_tau,LeftWristYaw_target,LeftWristYaw_pos,LeftWristYaw_vel,LeftWristYaw_tau,RightShoulderPitch_target,RightShoulderPitch_pos,RightShoulderPitch_vel,RightShoulderPitch_tau,RightShoulderRoll_target,RightShoulderRoll_pos,RightShoulderRoll_vel,RightShoulderRoll_tau,RightShoulderYaw_target,RightShoulderYaw_pos,RightShoulderYaw_vel,RightShoulderYaw_tau,RightElbow_target,RightElbow_pos,RightElbow_vel,RightElbow_tau,RightWristRoll_target,RightWristRoll_pos,RightWristRoll_vel,RightWristRoll_tau,RightWristPitch_target,RightWristPitch_pos,RightWristPitch_vel,RightWristPitch_tau,RightWristYaw_target,RightWristYaw_pos,RightWristYaw_vel,RightWristYaw_tau,NotUsedJoint_target,NotUsedJoint_pos,NotUsedJoint_vel,NotUsedJoint_tau
1752827015.2360609,0.4,0.12477417290210724,-0.0019438927993178368,-1.2915621995925903,0.3,-0.05109945684671402,-0.00012056274135829881,-0.019333649426698685,0.2,0.10278338193893433,0.0003143130161333829,-0.022365404292941093,-0.6,0.10963063687086105,0.0008668187656439841,-1.739153265953064,0.0,-0.00863747950643301,0.000172984175151214,-0.005959213711321354,0.4,0.045545175671577454,0.0012903377646580338,-0.36364322900772095,0.1,-0.016583766788244247,0.00010728259803727269,-0.005200678016990423,0.4,0.12481828033924103,-0.00048802554374560714,-1.172837257385254,-0.3,0.05356784164905548,-2.509138357709162e-05,0.062019042670726776,-0.2,-0.10997830331325531,-0.0008179128053598106,0.03732718899846077,-0.6,0.10206343233585358,0.0018279936630278826,-1.7236701250076294,0.0,0.019228927791118622,-0.00012101972242817283,0.0039986069314181805,0.4,0.04238123819231987,0.001092302380129695,-0.3675404489040375,-0.1,0.0004252723592799157,-0.00022504931257572025,0.006458614487200975,1.0,0.0,0.0,0.0
1752827015.256085,0.4,0.13506415486335754,1.4842790365219116,5.506793022155762,0.3,-0.04381244257092476,0.8830732703208923,7.022121906280518,0.2,0.09547591954469681,-0.9475396275520325,1.9439409971237183,-0.6,0.0682368054986,-5.574693202972412,-14.193615913391113,0.0,-0.008562842383980751,0.008955811150372028,0.17258039116859436,0.4,0.09184107184410095,6.1303839683532715,5.0,0.1,-0.003765637520700693,1.709848403930664,2.3315722942352295,0.4,0.13492491841316223,1.458638072013855,5.504160404205322,-0.3,0.045941900461912155,-0.9161822199821472,-7.0713276863098145,-0.2,-0.10265161842107773,0.9584469795227051,-1.799412488937378,-0.6,0.06118946149945259,-5.498970031738281,-14.043415069580078,0.0,0.01835091970860958,-0.11862865835428238,-0.38445866107940674,0.4,0.08857512474060059,6.116084575653076,5.0,-0.1,-0.010509053245186806,-1.457851767539978,-2.0082759857177734,1.0,0.0,0.0,0.0
1752827015.2760968,0.4,0.1605452299118042,2.7561140060424805,3.8144378662109375,0.3,-0.0306472759693861,1.4250819683074951,5.993175983428955,0.2,0.08234605193138123,-1.2776564359664917,3.0380213260650635,-0.6,-0.020692842081189156,-9.44361400604248,-7.790043354034424,0.0,-0.008475804701447487,0.007862045429646969,0.16409218311309814,0.4,0.18662920594215393,9.901681900024414,1.2588715553283691,0.1,0.021982477977871895,2.6036171913146973,0.7074339985847473,0.4,0.16007371246814728,2.7228798866271973,3.8428635597229004,-0.3,0.0323256254196167,-1.4748107194900513,-6.002655982971191,-0.2,-0.08914695680141449,1.3272478580474854,-2.9054148197174072,-0.6,-0.026561597362160683,-9.322639465332031,-7.724819183349609,0.0,0.0167712289839983,-0.14798453450202942,-0.27211543917655945,0.4,0.18328015506267548,9.907805442810059,1.335629940032959,-0.1,-0.032375652343034744,-2.2045300006866455,-0.623537540435791,1.0,0.0,0.0,0.0
1752827015.2961104,0.4,0.2110995054244995,3.4552950859069824,1.3281391859054565,0.3,-0.00236060144379735,2.075213670730591,4.7848124504089355,0.2,0.06798068434000015,-0.6041393280029297,3.661486864089966,-0.6,-0.18287402391433716,-10.478171348571777,-0.05016668140888214,0.0,-0.00844640377908945,-0.0009170337580144405,0.1649273782968521,0.4,0.3434954881668091,9.1646146774292,-5.0,0.1,0.05921156704425812,2.0723602771759033,-0.8333501815795898,0.4,0.21016784012317657,3.429551601409912,1.3741250038146973,-0.3,0.002989807864651084,-2.1515016555786133,-4.751482009887695,-0.2,-0.07342308014631271,0.7129665017127991,-3.6043262481689453,-0.6,-0.18689942359924316,-10.361689567565918,-0.0702274739742279,0.0,0.015720510855317116,-0.03538861125707626,-0.2355344444513321,0.4,0.3409348726272583,9.226903915405273,-5.0,-0.1,-0.06352384388446808,-1.7169076204299927,0.662945568561554,1.0,0.0,0.0,0.0
1752827015.316149,0.4,0.26085931062698364,3.201594114303589,0.3227148652076721,0.3,0.03388312831521034,2.5694727897644043,3.971998453140259,0.2,0.07105284929275513,0.6082211136817932,3.244525671005249,-0.6,-0.3063587546348572,-6.946343898773193,2.135651111602783,0.0,-0.008477287366986275,-0.001978151733055711,0.16966170072555542,0.4,0.41129282116889954,2.1827125549316406,-5.0,0.1,0.07326264679431915,0.4356498718261719,-0.8421196341514587,0.4,0.2597884237766266,3.2014150619506836,0.36709165573120117,-0.3,-0.03438499942421913,-2.640043258666992,-3.908294677734375,-0.2,-0.07453782111406326,-0.4720231294631958,-3.244504928588867,-0.6,-0.3089560270309448,-6.860934257507324,2.099677085876465,0.0,0.015482117421925068,-0.012207693420350552,-0.2860993444919586,0.4,0.4095776081085205,2.2251133918762207,-5.0,-0.1,-0.0748661532998085,-0.34715211391448975,0.6440029740333557,1.0,0.0,0.0,0.0
1752827015.3360956,0.4,0.2915615439414978,3.0303072929382324,-0.6383354067802429,0.3,0.061799466609954834,2.8643252849578857,2.3315012454986572,0.2,0.08291497826576233,1.3760836124420166,1.482966423034668,-0.6,-0.3574700951576233,-4.506490230560303,0.41453051567077637,0.0,-0.008498289622366428,-0.0020503122359514236,0.17148098349571228,0.4,0.4003518223762512,-2.1698904037475586,-0.20937512814998627,0.1,0.07101539522409439,-0.43971824645996094,0.5435065627098083,0.4,0.2906148433685303,3.0469555854797363,-0.6259251236915588,-0.3,-0.0629202276468277,-2.923177719116211,-2.25004506111145,-0.2,-0.08495287597179413,-1.2284644842147827,-1.5692434310913086,-0.6,-0.3593972325325012,-4.445542812347412,0.3860876262187958,0.0,0.015380484983325005,-0.009813036769628525,-0.30018022656440735,0.4,0.3990841507911682,-2.124340772628784,-0.21463865041732788,-0.1,-0.07302789390087128,0.3562758266925812,-0.512915849685669,1.0,0.0,0.0,0.0
1752827015.3561146,0.4,0.34434640407562256,2.391183853149414,-1.1117188930511475,0.3,0.12380429357290268,3.1993510723114014,1.0908327102661133,0.2,0.11809218674898148,1.917379379272461,0.3069389760494232,-0.6,-0.42220714688301086,-2.7125611305236816,-0.7050735354423523,0.0,-0.008337008766829967,0.013477470725774765,0.16354887187480927,0.4,0.36032235622406006,-1.246039628982544,2.2439820766448975,0.1,0.07238210737705231,0.3911571502685547,0.6351978182792664,0.4,0.3439839780330658,2.4260270595550537,-1.1250840425491333,-0.3,-0.12529896199703217,-3.1962103843688965,-1.0356768369674683,-0.2,-0.11833523958921432,-1.8575280904769897,-0.387667715549469,-0.6,-0.4233752489089966,-2.6846024990081787,-0.7169232964515686,0.0,0.014604109339416027,-0.08076032996177673,-0.283823162317276,0.4,0.35987937450408936,-1.211081862449646,2.2258951663970947,-0.1,-0.07458459585905075,-0.3596908748149872,-0.5698995590209961,1.0,0.0,0.0,0.0
1752827015.376116,0.4,0.36572757363319397,2.057321310043335,-1.3277273178100586,0.3,0.156234472990036,3.2558443546295166,-0.029295071959495544,0.2,0.13779810070991516,1.9835855960845947,-0.5152005553245544,-0.6,-0.44677022099494934,-2.371652126312256,-0.760798990726471,0.0,-0.008173244073987007,0.01690073311328888,0.15247328579425812,0.4,0.3619690537452698,0.6296484470367432,1.0638302564620972,0.1,0.07995228469371796,0.8754932880401611,-0.022329626604914665,0.4,0.36572137475013733,2.0929441452026367,-1.3596688508987427,-0.3,-0.15751275420188904,-3.2281744480133057,0.04202139377593994,-0.2,-0.13769255578517914,-1.9567776918411255,0.4728587865829468,-0.6,-0.4477035701274872,-2.3495194911956787,-0.7647334337234497,0.0,0.013160723261535168,-0.16451352834701538,-0.18033501505851746,0.4,0.3617737591266632,0.6511101126670837,1.0474215745925903,-0.1,-0.08132880926132202,-0.7760931253433228,0.0071667833253741264,1.0,0.0,0.0,0.0
1752827015.3960896,0.4,0.3995600640773773,1.4836256504058838,-1.4433881044387817,0.3,0.2181573212146759,2.950474262237549,-0.9064175486564636,0.2,0.17640945315361023,1.8641951084136963,-1.1065679788589478,-0.6,-0.4813256561756134,-1.2755205631256104,-0.7889382243156433,0.0,-0.006981401704251766,0.08491841703653336,0.11350765079259872,0.4,0.39289262890815735,1.6557480096817017,-0.7077310681343079,0.1,0.09521645307540894,0.6004354953765869,-0.4204043745994568,0.4,0.40021029114723206,1.5138390064239502,-1.4838261604309082,-0.3,-0.21871007978916168,-2.9123189449310303,0.8895331025123596,-0.2,-0.17598234117031097,-1.851581335067749,1.0833330154418945,-0.6,-0.48182180523872375,-1.2539697885513306,-0.796592116355896,0.0,0.008866685442626476,-0.21909403800964355,-0.05179785192012787,0.4,0.3928368091583252,1.6573387384414673,-0.7131312489509583,-0.1,-0.09500186145305634,-0.5462490320205688,0.3594144582748413,1.0,0.0,0.0,0.0
1752827015.4160743,0.4,0.4125061631202698,1.2356013059616089,-1.4748268127441406,0.3,0.24540361762046814,2.6380650997161865,-1.3136204481124878,0.2,0.1938602775335312,1.6962827444076538,-1.3923842906951904,-0.6,-0.4889620244503021,-0.6016451716423035,-1.0979670286178589,0.0,-0.005921222735196352,0.10892137885093689,0.0716932937502861,0.4,0.404445081949234,0.9348162412643433,-1.1824506521224976,0.1,0.09864968061447144,0.26788175106048584,-0.3846774697303772,0.4,0.4134177267551422,1.2602152824401855,-1.5180448293685913,-0.3,-0.24560165405273438,-2.6038918495178223,1.2865204811096191,-0.2,-0.19331493973731995,-1.684822678565979,1.3712282180786133,-0.6,-0.48925071954727173,-0.5813776850700378,-1.1095943450927734,0.0,0.0069869933649897575,-0.17266453802585602,-0.0020584817975759506,0.4,0.4044036269187927,0.9370726346969604,-1.1826069355010986,-0.1,-0.09828008711338043,-0.263278603553772,0.3370364308357239,1.0,0.0,0.0,0.0
