time,LeftShoulderPitch_target,LeftShoulderPitch_pos,LeftShoulderPitch_vel,LeftShoulderPitch_tau,LeftShoulderRoll_target,LeftShoulderRoll_pos,LeftShoulderRoll_vel,LeftShoulderRoll_tau,LeftShoulderYaw_target,LeftShoulderYaw_pos,LeftShoulderYaw_vel,LeftShoulderYaw_tau,LeftElbow_target,LeftElbow_pos,LeftElbow_vel,LeftElbow_tau,LeftWristRoll_target,LeftWristRoll_pos,LeftWristRoll_vel,LeftWristRoll_tau,LeftWristPitch_target,LeftWristPitch_pos,LeftWristPitch_vel,LeftWristPitch_tau,LeftWristYaw_target,LeftWristYaw_pos,LeftWristYaw_vel,LeftWristYaw_tau,RightShoulderPitch_target,RightShoulderPitch_pos,RightShoulderPitch_vel,RightShoulderPitch_tau,RightShoulderRoll_target,RightShoulderRoll_pos,RightShoulderRoll_vel,RightShoulderRoll_tau,RightShoulderYaw_target,RightShoulderYaw_pos,RightShoulderYaw_vel,RightShoulderYaw_tau,RightElbow_target,RightElbow_pos,RightElbow_vel,RightElbow_tau,RightWristRoll_target,RightWristRoll_pos,RightWristRoll_vel,RightWristRoll_tau,RightWristPitch_target,RightWristPitch_pos,RightWristPitch_vel,RightWristPitch_tau,RightWristYaw_target,RightWristYaw_pos,RightWristYaw_vel,RightWristYaw_tau,NotUsedJoint_target,NotUsedJoint_pos,NotUsedJoint_vel,NotUsedJoint_tau
1752827044.1336253,0.4,0.12094756960868835,0.0004457581671886146,-1.1253451108932495,0.3,-0.00920140277594328,-0.0015519364969804883,0.03329399600625038,0.2,-0.033227212727069855,0.00037038311711512506,-0.006860444787889719,-0.6,0.18058446049690247,-0.0010139007354155183,-1.733934760093689,0.0,-0.007944009266793728,6.458880670834333e-05,-0.0011749420082196593,0.4,0.0416330061852932,0.0015782291302457452,-0.3509915769100189,0.1,0.015663152560591698,4.264267045073211e-05,-0.001217889366671443,0.4,0.12017510086297989,0.00055213290033862,-1.127490758895874,-0.3,0.007038502488285303,0.001532277325168252,-0.031857796013355255,-0.2,0.03176839277148247,-0.0004335297562647611,0.007503109984099865,-0.6,0.17960360646247864,-0.0010163069237023592,-1.735590934753418,0.0,0.0077168894931674,-7.3250885179732e-05,0.0013438253663480282,0.4,0.04279337450861931,0.0015757574001327157,-0.35119467973709106,-0.1,-0.0142675144597888,-6.131886038929224e-05,0.0013230789918452501,1.0,0.0,0.0,0.0
1752827044.1538916,0.4,0.12600575387477875,1.0111820697784424,5.580692291259766,0.3,-0.00890111643821001,0.061607424169778824,6.185269832611084,0.2,-0.03237282484769821,0.1705029159784317,4.664247989654541,-0.6,0.16379480063915253,-3.3569183349609375,-15.610878944396973,0.0,-0.007922950200736523,0.004147523082792759,0.11910846829414368,0.4,0.057638019323349,3.1994364261627197,5.0,0.1,0.017028246074914932,0.27297380566596985,1.2650185823440552,0.4,0.12523609399795532,1.0116617679595947,5.5960564613342285,-0.3,0.006738301832228899,-0.0615672692656517,-6.141995906829834,-0.2,0.030923333019018173,-0.16858364641666412,-4.635021209716797,-0.6,0.16283313930034637,-3.3530750274658203,-15.591259002685547,0.0,0.007696660701185465,-0.003973100800067186,-0.11569474637508392,0.4,0.05878462269902229,3.196686029434204,5.0,-0.1,-0.015687504783272743,-0.2839397192001343,-1.2859382629394531,1.0,0.0,0.0,0.0
1752827044.1736326,0.4,0.16673912107944489,3.4208381175994873,4.6709394454956055,0.3,-0.005333803128451109,0.3497595489025116,6.12873649597168,0.2,-0.02471444196999073,0.6820354461669922,4.511054039001465,-0.6,0.03036396950483322,-11.13283920288086,-12.590361595153809,0.0,-0.00786652136594057,0.001591213047504425,0.1155262291431427,0.4,0.17939025163650513,9.899840354919434,2.575880527496338,0.1,0.027790263295173645,0.8927741646766663,1.0261973142623901,0.4,0.16596513986587524,3.4206268787384033,4.685948848724365,-0.3,0.003223168198019266,-0.3445644676685333,-6.085512638092041,-0.2,0.023356866091489792,-0.6741563081741333,-4.483599662780762,-0.6,0.029568206518888474,-11.118123054504395,-12.574203491210938,0.0,0.007644387427717447,-0.0013014423893764615,-0.11227143555879593,0.4,0.18034204840660095,9.879033088684082,2.5608818531036377,-0.1,-0.026861753314733505,-0.9261019229888916,-1.0375356674194336,1.0,0.0,0.0,0.0
1752827044.193788,0.4,0.20992840826511383,4.594381332397461,1.0260889530181885,0.3,0.000375874136807397,0.6536349654197693,5.667205810546875,0.2,-0.01522227842360735,1.0425223112106323,3.7239694595336914,-0.6,-0.11122774332761765,-15.120767593383789,-0.7294629812240601,0.0,-0.007912709377706051,-0.006990322843194008,0.11996419727802277,0.4,0.3036079406738281,13.241044044494629,-5.0,0.1,0.039322346448898315,1.2395652532577515,0.1496511846780777,0.4,0.20916137099266052,4.595505714416504,1.0413289070129395,-0.3,-0.0024073002859950066,-0.6447618007659912,-5.631264686584473,-0.2,0.01397092267870903,-1.0309407711029053,-3.7055141925811768,-0.6,-0.11182829737663269,-15.099746704101562,-0.7297655344009399,0.0,0.007693341467529535,0.00725995609536767,-0.11688030511140823,0.4,0.3042387366294861,13.205245018005371,-5.0,-0.1,-0.038809698075056076,-1.2838345766067505,-0.1295384019613266,1.0,0.0,0.0,0.0
1752827044.213988,0.4,0.2736855149269104,4.032831192016602,0.12592680752277374,0.3,0.01855030469596386,1.512123465538025,5.469574928283691,0.2,0.007904820144176483,1.811413049697876,3.4704277515411377,-0.6,-0.3005434572696686,-11.1519136428833,2.321168899536133,0.0,-0.008050734177231789,-0.010137030854821205,0.12428289651870728,0.4,0.4298689663410187,5.949500560760498,-5.0,0.1,0.05229833349585533,0.6427137851715088,-0.08148734271526337,0.4,0.27302590012550354,4.043694496154785,0.14036794006824493,-0.3,-0.020374678075313568,-1.4957302808761597,-5.436044692993164,-0.2,-0.008994713425636292,-1.8016033172607422,-3.4546658992767334,-0.6,-0.3008950650691986,-11.13813591003418,2.3163630962371826,0.0,0.007833873853087425,0.010259122587740421,-0.1212080866098404,0.4,0.42997869849205017,5.915374755859375,-5.0,-0.1,-0.05213112011551857,-0.653695285320282,0.10921310633420944,1.0,0.0,0.0,0.0
1752827044.2337031,0.4,0.3116236627101898,3.7224037647247314,-0.9524130821228027,0.3,0.038383085280656815,2.1418957710266113,3.986799478530884,0.2,0.030423805117607117,2.403501510620117,1.951637625694275,-0.6,-0.3913252353668213,-8.40386962890625,2.78810715675354,0.0,-0.0081666000187397,-0.011920805089175701,0.13060683012008667,0.4,0.45425260066986084,1.3141587972640991,-3.565279722213745,0.1,0.055605560541152954,0.23004303872585297,0.3380477726459503,0.4,0.3111245036125183,3.740122079849243,-0.9521592855453491,-0.3,-0.04000188410282135,-2.1199276447296143,-3.9675445556640625,-0.2,-0.03142722323536873,-2.395209312438965,-1.9379425048828125,-0.6,-0.3915795385837555,-8.395472526550293,2.7851810455322266,0.0,0.007950537838041782,0.011989403516054153,-0.12743349373340607,0.4,0.4540288746356964,1.281050205230713,-3.5375406742095947,-0.1,-0.05537402257323265,-0.21788829565048218,-0.34117788076400757,1.0,0.0,0.0,0.0
1752827044.2541564,0.4,0.36075013875961304,3.034446954727173,-1.3813354969024658,0.3,0.0785348042845726,2.9188284873962402,3.0542726516723633,0.2,0.0716078132390976,2.8857357501983643,1.0661596059799194,-0.6,-0.48015663027763367,-4.865988254547119,2.210237741470337,0.0,-0.008188875392079353,0.003888516454026103,0.1277105063199997,0.4,0.4318208694458008,-2.2269277572631836,-0.5258427858352661,0.1,0.06138232350349426,0.5026411414146423,0.40975242853164673,0.4,0.36054083704948425,3.0540738105773926,-1.388219952583313,-0.3,-0.07979716360569,-2.8946499824523926,-3.0426366329193115,-0.2,-0.07242929935455322,-2.8714358806610107,-1.0552380084991455,-0.6,-0.48039352893829346,-4.867864608764648,2.2111692428588867,0.0,0.007975547574460506,-0.0036547775380313396,-0.12459053844213486,0.4,0.4314359128475189,-2.227943181991577,-0.5038033127784729,-0.1,-0.0610504113137722,-0.5005199909210205,-0.42198503017425537,1.0,0.0,0.0,0.0
1752827044.2736146,0.4,0.40948355197906494,2.082960605621338,-1.7890024185180664,0.3,0.1467062085866928,3.6144654750823975,1.1065478324890137,0.2,0.13362698256969452,3.1455929279327393,-0.514624297618866,-0.6,-0.5342020988464355,-1.698563814163208,0.7266671657562256,0.0,-0.007867693901062012,0.03708875551819801,0.11409411579370499,0.4,0.37962350249290466,-2.1042821407318115,2.145378589630127,0.1,0.07746226340532303,0.8694372773170471,-0.15438933670520782,0.4,0.4096057415008545,2.097050189971924,-1.8024920225143433,-0.3,-0.14750178158283234,-3.592017412185669,-1.105041265487671,-0.2,-0.1340397596359253,-3.1231303215026855,0.5115760564804077,-0.6,-0.5345793962478638,-1.7061346769332886,0.7379871010780334,0.0,0.0076685412786901,-0.035135190933942795,-0.11117572337388992,0.4,0.37958458065986633,-2.084179162979126,2.1362054347991943,-0.1,-0.07732199132442474,-0.8813762068748474,0.15742051601409912,1.0,0.0,0.0,0.0
1752827044.293677,0.4,0.433897465467453,1.4117379188537598,-1.85603928565979,0.3,0.2018016129732132,3.663228988647461,0.17430369555950165,0.2,0.1783127635717392,2.8544156551361084,-1.1890138387680054,-0.6,-0.5483447909355164,-0.6167929768562317,0.04289243370294571,0.0,-0.006551720201969147,0.11513280868530273,0.08834441006183624,0.4,0.37402576208114624,0.4308890402317047,1.9890731573104858,0.1,0.08778578042984009,0.561076819896698,-0.35748371481895447,0.4,0.43420082330703735,1.4228198528289795,-1.869754672050476,-0.3,-0.2022770196199417,-3.642422676086426,-0.1763506531715393,-0.2,-0.17842991650104523,-2.8367626667022705,1.1792993545532227,-0.6,-0.5487763285636902,-0.6179298162460327,0.056495677679777145,0.0,0.0064186714589595795,-0.10983393341302872,-0.08691997081041336,0.4,0.3741045594215393,0.4313855767250061,1.9735746383666992,-0.1,-0.08773479610681534,-0.5630381107330322,0.3649308383464813,1.0,0.0,0.0,0.0
1752827044.31365,0.4,0.44943666458129883,0.8758776783943176,-1.8073396682739258,0.3,0.25468841195106506,3.4049246311187744,-0.9666152596473694,0.2,0.21564647555351257,2.2731425762176514,-1.8497878313064575,-0.6,-0.5485387444496155,0.2747423052787781,-0.5396705269813538,0.0,-0.004598257597535849,0.12293840944766998,0.006169553846120834,0.4,0.39313772320747375,1.333803415298462,0.044902294874191284,0.1,0.09312649071216583,0.28340715169906616,-0.26564815640449524,0.4,0.44987133145332336,0.8833567500114441,-1.8222720623016357,-0.3,-0.2548764646053314,-3.386859655380249,0.9594781994819641,-0.2,-0.21555909514427185,-2.2613604068756104,1.8380084037780762,-0.6,-0.5489321947097778,0.27842652797698975,-0.5301296710968018,0.0,0.004546043928712606,-0.11827834695577621,-0.008412924595177174,0.4,0.3931018114089966,1.3251714706420898,0.04332331195473671,-0.1,-0.09303493797779083,-0.27983543276786804,0.2664523720741272,1.0,0.0,0.0,0.0
